"school";"sex";"age";"address";"famsize";"Pstatus";"Medu";"Fedu";"Mjob";"Fjob";"reason";"nursery";"internet";"higher";"famsup";"freetime";"goout";"romantic";"activities";"health";"famrel";"guardian";"traveltime";"schoolsup";"studytime.portugese";"failures.portugese";"paid.portugese";"Dalc.portugese";"Walc.portugese";"absences.portugese";"G1.portugese";"G2.portugese";"G3.portugese";"studytime.math";"failures.math";"paid.math";"Dalc.math";"Walc.math";"absences.math";"G1.math";"G2.math";"G3.math";"large_family";"any_support";"relationships";"total_failures";"both_courses"
"GP";"F";18;"urban";"GT3";"T";2;1;"services";"other";"reputation";"yes";"yes";"no";TRUE;4;5;"yes";"yes";5;5;"mother";"<15 min";FALSE;2;3;"no";1;3;10;10;9;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;8;3;FALSE
"GP";"F";18;"urban";"GT3";"T";2;2;"at_home";"at_home";"other";"yes";"yes";"yes";TRUE;3;3;"no";"no";2;4;"mother";"<15 min";FALSE;3;0;"no";1;2;0;18;18;18;3;0;"yes";1;2;5;18;18;19;TRUE;TRUE;4;0;TRUE
"GP";"F";18;"urban";"GT3";"T";2;2;"at_home";"other";"course";"yes";"no";"yes";FALSE;2;5;"yes";"yes";2;4;"mother";">60 min";FALSE;2;0;"no";1;1;2;10;9;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;7;0;FALSE
"GP";"F";18;"urban";"GT3";"T";2;2;"at_home";"services";"home";"yes";"yes";"yes";TRUE;3;3;"yes";"yes";3;4;"mother";"<15 min";FALSE;3;0;"no";1;1;0;11;12;13;3;0;"yes";1;1;0;9;10;0;TRUE;TRUE;7;0;TRUE
"GP";"F";18;"urban";"GT3";"T";2;2;"other";"other";"course";"yes";"yes";"yes";TRUE;3;5;"yes";"yes";5;4;"mother";"<15 min";FALSE;1;0;"no";2;4;2;10;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;7;0;FALSE
"GP";"F";18;"urban";"GT3";"T";2;3;"at_home";"other";"course";"yes";"yes";"yes";TRUE;3;3;"no";"no";3;4;"mother";"<15 min";FALSE;3;0;"no";1;2;0;11;12;14;3;0;"no";1;2;4;11;10;10;TRUE;TRUE;4;0;TRUE
"GP";"F";18;"urban";"GT3";"T";2;3;"other";"services";"reputation";"yes";"yes";"yes";TRUE;5;5;"yes";"yes";2;4;"father";"<15 min";FALSE;4;0;"no";1;3;10;16;16;16;4;0;"yes";1;3;4;15;14;14;TRUE;TRUE;7;0;TRUE
"GP";"F";18;"urban";"GT3";"T";2;4;"services";"at_home";"reputation";"yes";"yes";"yes";TRUE;4;3;"no";"yes";3;4;"other";"<15 min";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;"yes";1;1;8;14;12;12;TRUE;TRUE;4;1;FALSE
"GP";"F";18;"urban";"GT3";"T";3;2;"at_home";"other";"reputation";"yes";"yes";"yes";TRUE;3;4;"yes";"no";2;4;"father";"<15 min";FALSE;3;0;"no";1;2;5;14;17;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;7;0;FALSE
"GP";"F";18;"urban";"GT3";"T";3;2;"other";"services";"other";"yes";"yes";"yes";FALSE;4;3;"yes";"no";1;5;"mother";"<15 min";FALSE;3;0;"no";2;3;4;14;16;17;3;0;"no";2;3;7;13;13;14;TRUE;FALSE;8;0;TRUE
"GP";"F";18;"urban";"GT3";"T";3;2;"services";"other";"home";"no";"yes";"yes";TRUE;1;2;"yes";"yes";1;3;"mother";"<15 min";FALSE;2;0;"no";1;2;4;10;13;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;6;0;FALSE
"GP";"F";18;"urban";"GT3";"T";3;3;"at_home";"other";"course";"yes";"yes";"yes";TRUE;1;4;"no";"no";3;4;"father";"<15 min";FALSE;2;0;"no";1;1;8;11;12;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;4;0;FALSE
"GP";"F";18;"urban";"GT3";"T";3;3;"other";"other";"course";"yes";"yes";"no";FALSE;1;1;"no";"no";3;4;"mother";"15-30 min";FALSE;1;1;"no";1;1;14;8;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;4;1;FALSE
"GP";"F";18;"urban";"GT3";"T";3;3;"services";"services";"home";"yes";"yes";"yes";FALSE;3;4;"no";"yes";4;5;"mother";"<15 min";FALSE;2;0;"no";1;1;8;10;11;12;2;0;"no";1;1;0;7;0;0;TRUE;FALSE;5;0;TRUE
"GP";"F";18;"urban";"GT3";"T";3;4;"other";"other";"course";"yes";"yes";"yes";TRUE;4;4;"yes";"yes";1;5;"mother";"<15 min";FALSE;1;0;"no";1;1;4;11;12;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;8;0;FALSE
"GP";"F";18;"urban";"GT3";"T";4;3;"other";"other";"course";"yes";"yes";"yes";TRUE;3;4;"yes";"yes";5;4;"mother";"<15 min";FALSE;3;0;"no";1;1;2;14;15;17;3;0;"yes";1;1;9;9;10;9;TRUE;TRUE;7;0;TRUE
"GP";"F";18;"urban";"GT3";"T";4;3;"other";"other";"reputation";"yes";"yes";"yes";TRUE;3;3;"no";"no";3;4;"father";"<15 min";FALSE;4;0;"no";1;1;0;16;17;17;4;0;"yes";1;1;0;14;13;14;TRUE;TRUE;4;0;TRUE
"GP";"F";18;"urban";"GT3";"T";4;3;"services";"other";"home";"yes";"yes";"yes";TRUE;1;2;"yes";"no";2;3;"father";"<15 min";FALSE;2;0;"no";1;3;2;15;15;15;2;0;"yes";1;3;21;17;18;18;TRUE;TRUE;6;0;TRUE
"GP";"F";18;"urban";"GT3";"T";4;4;"health";"health";"reputation";"yes";"yes";"yes";TRUE;4;4;"yes";"yes";4;2;"father";"<15 min";TRUE;2;1;"no";1;1;2;14;12;13;2;1;"no";1;1;15;9;8;8;TRUE;TRUE;5;2;TRUE
"GP";"F";18;"urban";"GT3";"T";4;4;"teacher";"other";"course";"yes";"yes";"yes";TRUE;4;4;"no";"no";5;4;"mother";"<15 min";FALSE;2;0;"no";3;3;0;12;11;13;2;0;"yes";3;3;2;11;11;11;TRUE;TRUE;4;0;TRUE
"GP";"F";18;"urban";"LE3";"A";2;1;"other";"other";"course";"no";"yes";"yes";TRUE;3;4;"yes";"no";5;4;"mother";"<15 min";FALSE;2;0;"no";1;3;2;12;12;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;7;0;FALSE
"GP";"F";18;"urban";"LE3";"A";2;2;"services";"other";"reputation";"yes";"yes";"yes";TRUE;1;4;"no";"no";4;4;"mother";"15-30 min";FALSE;2;0;"no";1;3;10;14;17;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;4;0;FALSE
"GP";"F";18;"urban";"LE3";"A";2;4;"services";"other";"course";"yes";"yes";"yes";TRUE;3;3;"no";"no";3;4;"mother";"15-30 min";FALSE;2;1;"no";1;1;18;10;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;4;1;FALSE
"GP";"F";18;"urban";"LE3";"A";4;4;"health";"other";"home";"yes";"yes";"yes";TRUE;2;4;"yes";"no";4;4;"mother";"<15 min";FALSE;2;0;"yes";1;1;0;14;15;15;2;0;"no";1;1;14;12;10;11;FALSE;TRUE;7;0;TRUE
"GP";"F";18;"urban";"LE3";"T";1;1;"other";"at_home";"home";"no";"no";"yes";TRUE;4;3;"no";"no";3;4;"mother";"<15 min";FALSE;3;0;"no";2;3;4;11;12;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;4;0;FALSE
"GP";"F";18;"urban";"LE3";"T";1;1;"other";"other";"home";"no";"no";"yes";TRUE;4;3;"no";"no";3;4;"mother";"15-30 min";FALSE;2;0;"no";1;1;2;13;13;13;2;0;"yes";1;1;2;11;11;11;FALSE;TRUE;4;0;TRUE
"GP";"F";18;"urban";"LE3";"T";2;1;"services";"at_home";"reputation";"yes";"yes";"yes";FALSE;4;3;"yes";"no";5;5;"mother";"<15 min";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;"no";1;1;12;12;12;13;FALSE;FALSE;8;1;FALSE
"GP";"F";18;"urban";"LE3";"T";2;2;"at_home";"services";"course";"no";"yes";"yes";TRUE;3;1;"yes";"no";5;5;"mother";"<15 min";FALSE;2;1;"no";1;1;16;9;8;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;8;1;FALSE
"GP";"F";18;"urban";"LE3";"T";2;2;"other";"other";"home";"no";"yes";"yes";FALSE;3;3;"yes";"yes";2;4;"other";"<15 min";FALSE;2;0;"no";1;1;0;10;9;12;2;0;"no";1;1;0;8;8;0;FALSE;FALSE;7;0;TRUE
"GP";"F";18;"urban";"LE3";"T";3;3;"services";"services";"home";"yes";"yes";"yes";TRUE;3;3;"no";"no";1;5;"mother";"<15 min";FALSE;4;0;"no";1;1;4;14;14;15;4;0;"no";1;1;7;16;15;17;FALSE;TRUE;5;0;TRUE
"GP";"F";18;"urban";"LE3";"T";4;2;"teacher";"other";"course";"yes";"yes";"yes";TRUE;2;2;"no";"yes";3;4;"mother";"<15 min";FALSE;2;0;"no";1;1;0;14;17;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;4;0;FALSE
"GP";"F";18;"urban";"LE3";"T";4;3;"health";"services";"course";"yes";"yes";"yes";TRUE;2;4;"no";"no";1;3;"mother";"15-30 min";FALSE;1;0;"no";1;4;8;12;12;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;3;0;FALSE
"GP";"F";18;"urban";"LE3";"T";4;3;"other";"other";"home";"yes";"yes";"yes";TRUE;4;5;"yes";"no";2;4;"other";"15-30 min";FALSE;2;0;"no";1;2;0;13;14;14;2;0;"yes";1;2;10;10;8;8;FALSE;TRUE;7;0;TRUE
"GP";"F";19;"rural";"GT3";"A";3;1;"services";"at_home";"home";"yes";"no";"yes";FALSE;4;3;"no";"no";5;5;"other";"<15 min";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;"yes";1;2;12;14;13;13;TRUE;FALSE;5;1;FALSE
"GP";"F";19;"rural";"GT3";"T";2;3;"other";"other";"reputation";"yes";"yes";"yes";FALSE;1;2;"yes";"no";3;4;"other";"<15 min";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;"no";1;1;40;13;11;11;TRUE;FALSE;7;1;FALSE
"GP";"F";19;"rural";"GT3";"T";3;2;"services";"services";"reputation";"yes";"yes";"no";TRUE;3;3;"no";"no";3;3;"father";"<15 min";TRUE;2;1;"no";4;3;0;9;8;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;3;1;FALSE
"GP";"F";19;"urban";"GT3";"T";0;1;"at_home";"other";"course";"no";"no";"no";TRUE;4;2;"no";"no";5;3;"other";"<15 min";FALSE;2;2;"no";1;1;0;9;10;11;2;3;"no";1;1;2;7;8;9;TRUE;TRUE;3;5;TRUE
"GP";"F";19;"urban";"GT3";"T";1;1;"at_home";"health";"home";"no";"yes";"yes";FALSE;1;2;"yes";"no";3;4;"other";"<15 min";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;"no";1;1;14;15;13;13;TRUE;FALSE;7;2;FALSE
"GP";"F";19;"urban";"GT3";"T";1;1;"other";"other";"course";"yes";"no";"no";FALSE;5;5;"yes";"yes";5;1;"other";"30-60 min";FALSE;3;0;"no";4;3;12;10;10;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;4;0;FALSE
"GP";"F";19;"urban";"GT3";"T";2;1;"at_home";"other";"other";"yes";"yes";"no";TRUE;4;1;"yes";"no";2;3;"other";"30-60 min";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;"no";1;1;20;14;12;13;TRUE;TRUE;6;0;FALSE
"GP";"F";19;"urban";"GT3";"T";2;1;"services";"services";"home";"yes";"yes";"yes";FALSE;3;4;"yes";"yes";3;4;"other";"<15 min";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;"yes";1;3;4;11;12;11;TRUE;FALSE;7;1;FALSE
"GP";"F";19;"urban";"GT3";"T";2;2;"services";"services";"home";"yes";"yes";"yes";TRUE;3;3;"no";"no";5;4;"mother";"<15 min";FALSE;2;0;"no";1;1;0;10;10;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;4;0;FALSE
"GP";"F";19;"urban";"GT3";"T";3;3;"other";"other";"reputation";"yes";"yes";"yes";TRUE;3;3;"no";"yes";3;4;"other";"<15 min";FALSE;4;0;"no";1;2;4;12;12;12;4;0;"yes";1;2;10;8;8;8;TRUE;TRUE;4;0;TRUE
"GP";"F";19;"urban";"GT3";"T";3;3;"other";"services";"home";"yes";"yes";"yes";TRUE;3;5;"no";"yes";5;4;"other";"<15 min";FALSE;2;0;"no";3;3;16;11;12;12;2;2;"yes";3;3;15;9;9;9;TRUE;TRUE;4;2;TRUE
"GP";"F";19;"urban";"GT3";"T";4;4;"health";"other";"reputation";"yes";"yes";"yes";TRUE;3;4;"no";"yes";2;2;"other";"15-30 min";FALSE;2;0;"no";2;3;2;14;13;13;2;0;"yes";2;3;0;10;9;0;TRUE;TRUE;2;0;TRUE
"GP";"F";19;"urban";"GT3";"T";4;4;"teacher";"other";"home";"yes";"yes";"yes";TRUE;2;5;"yes";"no";5;3;"other";"<15 min";FALSE;1;1;"no";4;4;5;9;10;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;6;1;FALSE
"GP";"F";19;"urban";"LE3";"A";1;1;"other";"other";"course";"no";"yes";"yes";TRUE;3;4;"yes";"no";4;5;"other";"30-60 min";FALSE;2;2;"no";1;1;2;8;8;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;8;2;FALSE
"GP";"F";19;"urban";"LE3";"A";2;3;"at_home";"other";"home";"yes";"yes";"no";FALSE;2;3;"no";"no";5;2;"other";"15-30 min";FALSE;1;1;"no";3;4;16;10;11;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;2;1;FALSE
"GP";"F";19;"urban";"LE3";"T";1;1;"at_home";"other";"reputation";"no";"yes";"yes";TRUE;4;3;"no";"yes";3;4;"other";"<15 min";TRUE;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;"no";1;3;18;12;10;10;FALSE;TRUE;4;1;FALSE
"GP";"F";19;"urban";"LE3";"T";1;2;"services";"services";"home";"no";"no";"yes";FALSE;2;4;"yes";"yes";3;4;"other";"<15 min";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;"no";2;2;0;9;9;0;FALSE;FALSE;7;1;FALSE
"GP";"F";19;"urban";"LE3";"T";3;2;"services";"other";"reputation";"no";"yes";"yes";TRUE;2;2;"yes";"no";1;4;"other";"15-30 min";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;"yes";1;2;22;13;10;11;FALSE;TRUE;7;1;FALSE
"GP";"F";20;"rural";"GT3";"T";1;1;"other";"other";"reputation";"yes";"yes";"yes";FALSE;2;2;"yes";"no";3;3;"other";"15-30 min";FALSE;3;0;"no";1;3;8;11;15;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;6;0;FALSE
"GP";"F";20;"rural";"GT3";"T";2;1;"other";"other";"course";"yes";"yes";"no";TRUE;2;3;"yes";"yes";2;1;"other";"15-30 min";FALSE;2;0;"yes";1;2;8;10;12;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;4;0;FALSE
"GP";"F";20;"urban";"GT3";"T";1;0;"other";"other";"reputation";"yes";"yes";"yes";FALSE;3;1;"yes";"no";5;5;"mother";"15-30 min";TRUE;1;1;"no";1;1;5;8;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;8;1;FALSE
"GP";"F";21;"urban";"LE3";"T";4;4;"other";"other";"reputation";"yes";"yes";"yes";FALSE;3;2;"no";"yes";5;3;"other";"<15 min";FALSE;3;2;"yes";1;1;0;9;12;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;3;2;FALSE
"GP";"M";15;"rural";"GT3";"T";2;1;"health";"services";"reputation";"yes";"yes";"yes";FALSE;4;2;"yes";"yes";5;5;"mother";"<15 min";FALSE;2;0;"no";1;1;4;10;9;10;2;0;"no";1;1;8;9;9;9;TRUE;FALSE;8;0;TRUE
"GP";"M";15;"rural";"GT3";"T";2;3;"at_home";"services";"course";"yes";"no";"yes";FALSE;4;4;"no";"yes";1;4;"mother";"<15 min";TRUE;2;0;"yes";1;1;0;7;8;8;2;0;"yes";1;1;2;11;8;8;TRUE;TRUE;4;0;TRUE
"GP";"M";15;"rural";"GT3";"T";3;2;"other";"other";"course";"yes";"yes";"yes";TRUE;4;4;"yes";"no";3;4;"mother";"15-30 min";TRUE;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;"no";1;4;6;5;9;7;TRUE;TRUE;7;2;FALSE
"GP";"M";15;"rural";"GT3";"T";3;4;"at_home";"teacher";"course";"yes";"no";"yes";TRUE;3;3;"yes";"no";5;5;"mother";">60 min";FALSE;2;0;"no";1;1;2;12;11;11;2;0;"no";1;1;0;9;0;0;TRUE;TRUE;8;0;TRUE
"GP";"M";15;"rural";"GT3";"T";4;3;"teacher";"at_home";"course";"yes";"yes";"yes";TRUE;5;2;"yes";"yes";5;4;"mother";"<15 min";FALSE;2;0;"no";1;1;0;13;14;15;2;0;"no";1;1;0;17;16;16;TRUE;TRUE;7;0;TRUE
"GP";"M";15;"rural";"GT3";"T";4;4;"other";"other";"home";"yes";"yes";"yes";TRUE;3;5;"yes";"yes";1;1;"father";">60 min";FALSE;4;0;"no";3;5;8;12;10;11;4;0;"yes";3;5;6;10;13;13;TRUE;TRUE;4;0;TRUE
"GP";"M";15;"urban";"GT3";"A";2;2;"other";"other";"home";"yes";"yes";"yes";TRUE;5;2;"yes";"no";3;4;"other";"<15 min";FALSE;3;0;"no";1;1;0;14;14;15;3;0;"no";1;1;0;14;16;16;TRUE;TRUE;7;0;TRUE
"GP";"M";15;"urban";"GT3";"A";3;4;"services";"other";"course";"yes";"yes";"yes";TRUE;4;4;"no";"yes";1;5;"mother";"<15 min";FALSE;2;0;"no";1;1;0;16;16;16;2;0;"yes";1;1;0;16;18;18;TRUE;TRUE;5;0;TRUE
"GP";"M";15;"urban";"GT3";"A";4;4;"other";"services";"reputation";"no";"yes";"yes";TRUE;3;3;"yes";"yes";3;1;"mother";"<15 min";FALSE;4;0;"no";5;5;0;11;12;12;4;0;"no";5;5;4;13;13;12;TRUE;TRUE;4;0;TRUE
"GP";"M";15;"urban";"GT3";"T";2;2;"other";"other";"home";"yes";"yes";"yes";TRUE;2;2;"no";"no";5;4;"mother";"<15 min";FALSE;1;0;"no";1;2;8;11;12;12;1;0;"yes";1;2;2;12;12;11;TRUE;TRUE;4;0;TRUE
"GP";"M";15;"urban";"GT3";"T";2;2;"services";"services";"course";"yes";"yes";"yes";TRUE;4;1;"no";"no";1;5;"father";"<15 min";TRUE;1;0;"no";1;1;0;9;10;10;1;0;"no";1;1;0;8;8;11;TRUE;TRUE;5;0;TRUE
"GP";"M";15;"urban";"GT3";"T";2;2;"services";"services";"home";"yes";"yes";"yes";TRUE;5;4;"no";"yes";5;5;"father";"<15 min";FALSE;4;0;"no";1;2;6;14;13;13;4;0;"yes";1;2;6;16;14;15;TRUE;TRUE;5;0;TRUE
"GP";"M";15;"urban";"GT3";"T";2;3;"other";"other";"home";"no";"yes";"yes";FALSE;3;2;"no";"no";5;5;"mother";"<15 min";TRUE;3;0;"no";1;2;2;10;9;9;3;0;"yes";1;2;4;11;10;11;TRUE;TRUE;5;0;TRUE
"GP";"M";15;"urban";"GT3";"T";2;3;"other";"services";"course";"no";"yes";"yes";TRUE;2;2;"yes";"yes";3;3;"father";"<15 min";TRUE;1;0;"no";1;3;0;11;11;12;1;0;"yes";1;3;2;10;12;12;TRUE;TRUE;6;0;TRUE
"GP";"M";15;"urban";"GT3";"T";3;4;"other";"other";"home";"yes";"yes";"yes";TRUE;5;1;"no";"yes";5;5;"mother";"<15 min";FALSE;2;0;"no";1;1;0;12;12;13;2;0;"yes";1;1;0;14;15;15;TRUE;TRUE;5;0;TRUE
"GP";"M";15;"urban";"GT3";"T";3;4;"other";"other";"reputation";"yes";"yes";"yes";FALSE;4;3;"no";"no";4;3;"father";"<15 min";FALSE;1;0;"no";1;2;2;14;13;14;1;0;"no";1;2;6;14;13;13;TRUE;FALSE;3;0;TRUE
"GP";"M";15;"urban";"GT3";"T";3;4;"services";"services";"home";"yes";"yes";"yes";FALSE;5;5;"no";"no";5;5;"father";"<15 min";TRUE;1;0;"no";3;2;2;9;9;9;1;0;"no";3;2;0;13;13;12;TRUE;TRUE;5;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;0;"teacher";"other";"course";"yes";"yes";"yes";FALSE;4;3;"no";"yes";1;3;"mother";"15-30 min";FALSE;4;0;"no";1;1;0;12;11;11;4;0;"no";1;1;8;11;11;10;TRUE;FALSE;3;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;2;"health";"services";"other";"yes";"yes";"yes";FALSE;2;4;"no";"no";1;2;"mother";"<15 min";FALSE;1;0;"no";2;4;0;11;11;11;1;0;"yes";2;4;4;15;16;15;TRUE;FALSE;2;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;2;"other";"other";"course";"yes";"yes";"yes";FALSE;3;3;"no";"no";3;3;"mother";"<15 min";FALSE;4;0;"no";1;1;0;11;9;10;4;0;"no";1;1;0;10;10;10;TRUE;FALSE;3;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;2;"teacher";"other";"home";"yes";"no";"yes";TRUE;3;3;"no";"no";5;4;"mother";"<15 min";FALSE;2;0;"no";2;2;4;11;12;13;2;0;"yes";2;2;2;15;15;14;TRUE;TRUE;4;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;3;"teacher";"other";"course";"yes";"yes";"yes";TRUE;4;3;"no";"no";3;5;"mother";"15-30 min";FALSE;2;0;"no";1;2;0;12;12;13;2;0;"yes";1;2;2;10;10;11;TRUE;TRUE;5;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;3;"teacher";"other";"home";"yes";"yes";"yes";TRUE;3;3;"no";"yes";5;4;"mother";"<15 min";FALSE;2;0;"no";2;3;0;11;11;11;2;0;"yes";2;3;6;9;9;10;TRUE;TRUE;4;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;3;"teacher";"other";"reputation";"yes";"yes";"yes";FALSE;4;1;"no";"no";1;4;"mother";"<15 min";FALSE;2;0;"no";1;1;0;12;13;14;2;0;"no";1;1;0;13;14;15;TRUE;FALSE;4;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;3;"teacher";"services";"course";"yes";"yes";"yes";TRUE;2;2;"no";"no";3;2;"father";"15-30 min";TRUE;4;0;"no";1;1;6;9;11;11;4;0;"no";1;1;0;7;9;0;TRUE;TRUE;2;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;4;"health";"health";"other";"yes";"yes";"yes";TRUE;4;2;"no";"no";5;5;"father";"<15 min";FALSE;1;0;"yes";1;1;0;11;12;12;1;0;"yes";1;1;0;12;15;15;TRUE;TRUE;5;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;4;"health";"services";"home";"no";"yes";"yes";TRUE;4;2;"no";"no";5;5;"mother";"<15 min";FALSE;2;0;"yes";3;4;0;10;11;11;2;0;"yes";3;4;0;9;11;12;TRUE;TRUE;5;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;4;"other";"teacher";"reputation";"yes";"no";"yes";TRUE;4;3;"no";"yes";2;4;"father";"15-30 min";FALSE;2;0;"no";1;1;4;16;15;16;2;0;"no";1;1;2;11;13;14;TRUE;TRUE;4;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;4;"services";"other";"course";"no";"yes";"yes";TRUE;3;3;"no";"yes";5;5;"mother";"<15 min";FALSE;1;0;"yes";1;1;2;12;13;12;1;0;"no";1;1;4;10;13;14;TRUE;TRUE;5;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;4;"services";"services";"reputation";"yes";"yes";"yes";TRUE;3;1;"no";"yes";5;4;"mother";"15-30 min";FALSE;2;0;"no";1;1;2;15;15;15;2;0;"no";1;1;0;17;16;17;TRUE;TRUE;4;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;4;"services";"teacher";"course";"yes";"yes";"yes";TRUE;3;3;"no";"yes";5;4;"father";"<15 min";FALSE;2;0;"no";1;1;0;14;15;15;2;0;"no";1;1;2;19;18;18;TRUE;TRUE;4;0;TRUE
"GP";"M";15;"urban";"GT3";"T";4;4;"teacher";"health";"reputation";"yes";"no";"yes";TRUE;2;2;"no";"yes";5;3;"mother";"<15 min";FALSE;2;0;"no";1;1;8;15;15;16;2;0;"no";1;1;4;14;15;15;TRUE;TRUE;3;0;TRUE
"GP";"M";15;"urban";"LE3";"A";2;1;"services";"other";"course";"yes";"yes";"yes";FALSE;5;5;"no";"no";5;4;"mother";">60 min";FALSE;1;0;"no";2;5;0;12;11;11;1;3;"no";2;5;0;8;9;10;FALSE;FALSE;4;3;TRUE
"GP";"M";15;"urban";"LE3";"A";3;2;"services";"other";"home";"yes";"yes";"yes";TRUE;2;2;"no";"no";1;4;"mother";"<15 min";FALSE;2;0;"no";1;1;0;15;16;17;2;0;"yes";1;1;0;16;18;19;FALSE;TRUE;4;0;TRUE
"GP";"M";15;"urban";"LE3";"A";4;2;"health";"health";"other";"yes";"no";"yes";FALSE;5;5;"no";"no";5;5;"father";"15-30 min";FALSE;1;0;"no";3;4;4;10;9;9;1;1;"no";3;4;6;11;11;10;FALSE;FALSE;5;1;TRUE
"GP";"M";15;"urban";"LE3";"A";4;4;"teacher";"teacher";"course";"yes";"yes";"yes";FALSE;5;3;"no";"yes";4;5;"mother";"<15 min";FALSE;1;0;"no";1;1;4;13;14;14;1;0;"no";1;1;6;18;19;19;FALSE;FALSE;5;0;TRUE
"GP";"M";15;"urban";"LE3";"T";1;2;"other";"at_home";"home";"yes";"yes";"yes";TRUE;3;2;"no";"yes";5;4;"father";"<15 min";TRUE;2;0;"no";1;1;0;14;13;14;2;0;"no";1;1;2;9;10;9;FALSE;TRUE;4;0;TRUE
"GP";"M";15;"urban";"LE3";"T";1;2;"other";"other";"course";"yes";"no";"yes";FALSE;4;4;"no";"yes";5;4;"mother";"15-30 min";FALSE;1;0;"no";2;4;2;8;9;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;4;0;FALSE
"GP";"M";15;"urban";"LE3";"T";2;2;"services";"health";"reputation";"yes";"yes";"yes";TRUE;3;4;"no";"yes";4;4;"mother";"<15 min";FALSE;4;0;"no";1;1;2;11;12;12;4;0;"no";1;1;6;11;13;14;FALSE;TRUE;4;0;TRUE
"GP";"M";15;"urban";"LE3";"T";2;2;"services";"services";"home";"yes";"yes";"yes";FALSE;3;3;"no";"yes";4;5;"mother";"15-30 min";FALSE;2;0;"yes";1;3;2;13;12;13;2;0;"yes";1;3;4;15;15;15;FALSE;FALSE;5;0;TRUE
"GP";"M";15;"urban";"LE3";"T";3;3;"other";"other";"course";"no";"yes";"yes";FALSE;3;2;"no";"yes";2;5;"mother";"<15 min";FALSE;2;0;"no";1;1;0;13;12;12;2;0;"no";1;1;0;8;10;12;FALSE;FALSE;5;0;TRUE
